Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,slug,code
103,Fred,br BRA,MF,Manchester Utd,28-189,1993,3,3,255,2.8,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,0.2,0.2,0.2,0.3,0.06,0.05,0.12,0.06,0.12,Matches,Fred,b853e0ad
104,Ryan Fredericks,eng ENG,DF,West Ham,28-335,1992,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Ryan-Fredericks,c067631c
105,Conor Gallagher,eng ENG,MF,Crystal Palace,21-216,2000,2,2,180,2.0,2,0,2,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.5,0.5,0.3,0.8,0.25,0.16,0.42,0.25,0.42,Matches,Conor-Gallagher,c2731c10
106,David de Gea,es ESP,GK,Manchester Utd,30-307,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,David-de-Gea,7ba6d84e
107,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,26-130,1995,3,3,239,2.7,1,0,0,1,1,1,0,0.38,0.00,0.38,0.00,0.00,0.9,0.1,0.2,0.3,0.32,0.08,0.40,0.04,0.12,Matches,Anwar-El-Ghazi,ffa90327
108,Saman Ghoddos,ir IRN,MF,Brentford,28-004,1993,2,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.07,0.23,0.30,0.07,0.30,Matches,Saman-Ghoddos,f7b1d4e0
109,Dimitris Giannoulis,gr GRE,DF,Norwich City,25-328,1995,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.04,0.06,0.02,0.06,Matches,Dimitris-Giannoulis,112c495e
110,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,21-226,2000,2,0,9,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.22,0.00,1.22,1.22,1.22,Matches,Morgan-Gibbs-White,32f60ed8
111,Ben Gibson,eng ENG,DF,Norwich City,28-238,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.18,0.00,0.18,0.18,0.18,Matches,Ben-Gibson,bcfb0142
112,Billy Gilmour,sct SCO,MF,Norwich City,20-091,2001,3,3,258,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,Billy-Gilmour,df10e27c
113,André Gomes,pt POR,MF,Everton,28-042,1993,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.26,0.00,0.26,0.26,0.26,Matches,Andre-Gomes,1961b2aa
114,Joe Gomez,eng ENG,DF,Liverpool,24-110,1997,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Joe-Gomez,7a11550b
115,Anthony Gordon,eng ENG,MF,Everton,20-198,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Anthony-Gordon,2bd83368
116,Dan Gosling,eng ENG,MF,Watford,31-221,1990,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Dan-Gosling,7fec31a0
117,Demarai Gray,eng ENG,MF,Everton,25-074,1996,3,3,244,2.7,2,0,2,0,0,0,0,0.74,0.00,0.74,0.74,0.74,0.4,0.4,0.7,1.0,0.14,0.24,0.38,0.14,0.38,Matches,Demarai-Gray,4468ec10
118,Jack Grealish,eng ENG,"FW,MF",Manchester City,26-000,1995,3,3,254,2.8,1,1,1,0,0,1,0,0.35,0.35,0.71,0.35,0.71,1.0,1.0,1.1,2.1,0.37,0.37,0.74,0.37,0.74,Matches,Jack-Grealish,b0b4fd3e
119,Mason Greenwood,eng ENG,FW,Manchester Utd,19-344,2001,3,3,269,3.0,3,0,3,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.9,0.9,0.4,1.3,0.30,0.14,0.44,0.30,0.44,Matches,Mason-Greenwood,58eee997
120,Pascal Groß,de GER,"DF,MF",Brighton,30-087,1991,3,3,270,3.0,0,2,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,0.3,0.3,0.7,0.9,0.08,0.22,0.30,0.08,0.30,Matches,Pascal-Gross,8aec0537
121,Vicente Guaita,es ESP,GK,Crystal Palace,34-243,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Vicente-Guaita,ab13a5aa
122,Marc Guéhi,eng ENG,DF,Crystal Palace,21-059,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.11,0.02,0.13,0.11,0.13,Matches,Marc-Guehi,d0706b27
123,İlkay Gündoğan,de GER,MF,Manchester City,30-321,1990,3,3,248,2.8,1,0,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,0.5,0.5,0.7,1.2,0.18,0.27,0.45,0.18,0.45,Matches,Ilkay-Gundogan,819b3158
124,Grant Hanley,sct SCO,DF,Norwich City,29-294,1991,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.00,0.12,0.12,0.12,Matches,Grant-Hanley,e9254eec
125,Jack Harrison,eng ENG,"MF,FW",Leeds United,24-294,1996,3,3,248,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.05,0.11,0.16,0.05,0.16,Matches,Jack-Harrison,aa849a12
126,Kortney Hause,eng ENG,DF,Aston Villa,26-056,1995,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Kortney-Hause,bf8fad51
127,Kai Havertz,de GER,"FW,MF",Chelsea,22-091,1999,3,2,143,1.6,1,0,1,0,0,0,0,0.63,0.00,0.63,0.63,0.63,0.6,0.6,0.0,0.6,0.41,0.00,0.41,0.41,0.41,Matches,Kai-Havertz,fed7cb61
128,Isaac Hayden,eng ENG,MF,Newcastle Utd,26-172,1995,2,2,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,Isaac-Hayden,c951a6df
129,Jordan Henderson,eng ENG,MF,Liverpool,31-085,1990,2,2,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.18,0.02,0.20,0.18,0.20,Matches,Jordan-Henderson,935e6b8f
130,Rico Henry,eng ENG,DF,Brentford,24-064,1997,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.07,0.05,0.12,0.07,0.12,Matches,Rico-Henry,8a3c1dc7
131,Son Heung-min,kr KOR,FW,Tottenham,29-064,1992,3,3,248,2.8,2,0,2,0,0,0,0,0.73,0.00,0.73,0.73,0.73,0.6,0.6,0.2,0.8,0.21,0.07,0.28,0.21,0.28,Matches,Son-Heung-min,92e7e919
132,Ki-Jana Hoever,nl NED,DF,Wolves,19-235,2002,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.04,0.06,0.02,0.06,Matches,Ki-Jana-Hoever,9a71e978
133,Rob Holding,eng ENG,"DF,MF",Arsenal,25-355,1995,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,Rob-Holding,d79a8c87
134,Mason Holgate,eng ENG,DF,Everton,24-323,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Mason-Holgate,d0042ab9
135,Pierre Højbjerg,dk DEN,MF,Tottenham,26-036,1995,3,3,269,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.03,0.09,0.06,0.09,Matches,Pierre-Hojbjerg,8b04d6c1
136,Adam Idah,ie IRL,FW,Norwich City,20-183,2001,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,1.84,0.00,1.84,1.84,1.84,Matches,Adam-Idah,291e3ec3
137,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,24-342,1996,3,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17,Matches,Kelechi-Iheanacho,c92e1a31
138,Danny Ings,eng ENG,FW,Aston Villa,29-049,1992,3,3,269,3.0,2,1,1,1,1,1,0,0.67,0.33,1.00,0.33,0.67,1.1,0.3,0.1,0.4,0.36,0.04,0.40,0.11,0.14,Matches,Danny-Ings,07802f7f
139,Alex Iwobi,ng NGA,"MF,FW",Everton,25-130,1996,3,1,116,1.3,0,1,0,0,0,0,0,0.00,0.78,0.78,0.00,0.78,0.3,0.3,0.6,0.9,0.22,0.47,0.70,0.22,0.70,Matches,Alex-Iwobi,6ca5ec4b
140,Daniel James,wls WAL,FW,Manchester Utd,23-304,1997,2,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,Matches,Daniel-James,c931d9f9
141,Reece James,eng ENG,"DF,MF",Chelsea,21-276,1999,3,2,158,1.8,1,2,1,0,0,0,1,0.57,1.14,1.71,0.57,1.71,0.5,0.5,1.1,1.6,0.26,0.65,0.91,0.26,0.91,Matches,Reece-James,1265a93a
142,Vitaly Janelt,de GER,MF,Brentford,23-123,1998,3,3,264,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.02,0.12,0.14,0.02,0.14,Matches,Vitaly-Janelt,8449d35e
143,Pontus Jansson,se SWE,DF,Brentford,30-209,1991,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.3,0.3,0.00,0.12,0.12,0.00,0.12,Matches,Pontus-Jansson,172e52d8
144,Mathias Jensen,dk DEN,"MF,FW",Brentford,25-252,1996,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,1.54,1.54,0.00,1.54,Matches,Mathias-Jensen,0f134faf
145,Gabriel Jesus,br BRA,FW,Manchester City,24-160,1997,3,2,171,1.9,1,3,1,0,0,0,0,0.53,1.58,2.11,0.53,2.11,0.6,0.6,1.3,1.9,0.33,0.68,1.01,0.33,1.01,Matches,Gabriel-Jesus,b66315ae
146,Raúl Jiménez,mx MEX,FW,Wolves,30-128,1991,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.24,0.14,0.38,0.24,0.38,Matches,Raul-Jimenez,b561db50
147,Joelinton,br BRA,FW,Newcastle Utd,25-027,1996,3,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.05,0.45,0.49,0.05,0.49,Matches,Joelinton,c17bfb65
148,Ben Johnson,eng ENG,FW,West Ham,21-229,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Ben-Johnson,9319781b
149,Jorginho,it ITA,MF,Chelsea,29-264,1991,3,3,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,Jorginho,45db685d
150,Diogo Jota,pt POR,FW,Liverpool,24-280,1996,3,2,188,2.1,2,0,2,0,0,0,0,0.96,0.00,0.96,0.96,0.96,1.2,1.2,0.1,1.3,0.56,0.07,0.63,0.56,0.63,Matches,Diogo-Jota,178ae8f8
151,Christian Kabasele,be BEL,DF,Watford,30-198,1991,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.11,0.00,0.11,0.11,0.11,Matches,Christian-Kabasele,914ab9a1
152,Harry Kane,eng ENG,FW,Tottenham,28-044,1993,2,1,109,1.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.33,0.34,0.67,0.33,0.67,Matches,Harry-Kane,21a66f6a
153,N'Golo Kanté,fr FRA,MF,Chelsea,30-165,1991,2,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08,Matches,NGolo-Kante,b9fbae28
154,Moise Kean,it ITA,FW,Everton,21-194,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Moise-Kean,3d50bcdb
155,Michael Keane,eng ENG,DF,Everton,28-242,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches,Michael-Keane,c5b7c315
156,Naby Keïta,gn GUI,MF,Liverpool,26-212,1995,2,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.10,0.11,0.01,0.11,Matches,Naby-Keita,f25c8e3a
157,Max Kilman,eng ENG,DF,Wolves,24-110,1997,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,Max-Kilman,d0f72bf1
158,Joshua King,no NOR,"FW,MF",Watford,29-238,1992,2,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.40,0.40,0.00,0.40,Matches,Joshua-King,43458538
159,Mateusz Klich,pl POL,MF,Leeds United,31-089,1990,2,2,149,1.7,1,0,1,0,0,0,0,0.60,0.00,0.60,0.60,0.60,0.5,0.5,0.1,0.6,0.32,0.06,0.38,0.32,0.38,Matches,Mateusz-Klich,282679b4
160,Robin Koch,de GER,MF,Leeds United,25-055,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Robin-Koch,ea6bc03a
161,Sead Kolašinac,ba BIH,DF,Arsenal,28-082,1993,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Sead-Kolasinac,3935e52e
162,Ezri Konsa,eng ENG,DF,Aston Villa,23-322,1997,3,3,268,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.06,0.05,0.12,0.06,0.12,Matches,Ezri-Konsa,0313a347
163,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,31-263,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Cheikhou-Kouyate,8d3c902d
164,Mateo Kovačić,hr CRO,MF,Chelsea,27-127,1994,3,2,206,2.3,0,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,0.3,0.3,0.1,0.4,0.11,0.05,0.17,0.11,0.17,Matches,Mateo-Kovacic,79c0821a
165,Emil Krafth,se SWE,DF,Newcastle Utd,27-039,1994,1,1,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches,Emil-Krafth,77cf6852
166,Tim Krul,nl NED,GK,Norwich City,33-160,1988,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Tim-Krul,f23f9d20
167,Juraj Kucka,sk SVK,MF,Watford,34-196,1987,2,2,158,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.17,0.03,0.20,0.17,0.20,Matches,Juraj-Kucka,5aaef9ef
168,Alexandre Lacazette,fr FRA,FW,Arsenal,30-105,1991,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Alexandre-Lacazette,9dbb75ca
169,Adam Lallana,eng ENG,MF,Brighton,33-123,1988,3,2,182,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Adam-Lallana,99813635
170,Manuel Lanzini,ar ARG,FW,West Ham,28-207,1993,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Manuel-Lanzini,26f6dca8
171,Aymeric Laporte,es ESP,DF,Manchester City,27-106,1994,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.6,0.6,0.0,0.7,0.32,0.01,0.34,0.32,0.34,Matches,Aymeric-Laporte,119b9a8e
172,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-303,1993,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,Jamaal-Lascelles,450ab6fc
173,Pierre Lees-Melou,fr FRA,MF,Norwich City,28-108,1993,3,3,252,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.06,0.22,0.28,0.06,0.28,Matches,Pierre-Lees-Melou,f5044e54
174,Aaron Lennon,eng ENG,MF,Burnley,34-147,1987,1,0,28,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Aaron-Lennon,2ff964a0
175,Bernd Leno,de GER,GK,Arsenal,29-190,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Bernd-Leno,2628fd2b
176,Victor Lindelöf,se SWE,DF,Manchester Utd,27-055,1994,2,2,180,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.2,0.2,0.00,0.11,0.11,0.00,0.11,Matches,Victor-Lindelof,f5deef4c
177,Jesse Lingard,eng ENG,FW,Manchester Utd,28-269,1992,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jesse-Lingard,810e3c74
178,Valentino Livramento,eng ENG,"DF,MF",Southampton,18-302,2002,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.9,0.01,0.30,0.31,0.01,0.31,Matches,Valentino-Livramento,afed6722
179,Diego Llorente,es ESP,DF,Leeds United,28-025,1993,1,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Diego-Llorente,bba30585
180,Hugo Lloris,fr FRA,GK,Tottenham,34-258,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,Hugo-Lloris,8f62b6ee
181,Giovani Lo Celso,ar ARG,FW,Tottenham,25-154,1996,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.21,0.21,0.00,0.21,Matches,Giovani-Lo-Celso,d7553721
182,Sean Longstaff,eng ENG,MF,Newcastle Utd,23-315,1997,3,1,142,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.11,0.12,0.01,0.12,Matches,Sean-Longstaff,a2b105e0
183,Imran Louza,fr FRA,MF,Watford,22-132,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Imran-Louza,e1df6989
184,Matthew Lowton,eng ENG,DF,Burnley,32-093,1989,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.3,0.03,0.06,0.09,0.03,0.09,Matches,Matthew-Lowton,9a9c05db
185,Douglas Luiz,br BRA,MF,Aston Villa,23-124,1998,2,2,177,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,Matches,Douglas-Luiz,6f7d826d
186,Romelu Lukaku,be BEL,FW,Chelsea,28-120,1993,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,1.7,1.7,0.8,2.5,0.87,0.40,1.27,0.87,1.27,Matches,Romelu-Lukaku,5eae500a
187,Alexis Mac Allister,ar ARG,"FW,MF",Brighton,22-260,1998,3,2,150,1.7,1,0,1,0,0,0,0,0.60,0.00,0.60,0.60,0.60,0.7,0.7,0.1,0.8,0.45,0.04,0.49,0.45,0.49,Matches,Alexis-Mac-Allister,83d074ff
188,James Maddison,eng ENG,"MF,FW",Leicester City,24-291,1996,3,3,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.15,0.13,0.28,0.15,0.28,Matches,James-Maddison,ee38d9c5
189,Harry Maguire,eng ENG,DF,Manchester Utd,28-189,1993,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.00,0.12,0.12,0.12,Matches,Harry-Maguire,d8931174
190,Riyad Mahrez,dz ALG,FW,Manchester City,30-201,1991,3,1,124,1.4,1,1,1,0,0,0,0,0.73,0.73,1.45,0.73,1.45,1.1,1.1,0.8,1.9,0.83,0.58,1.41,0.83,1.41,Matches,Riyad-Mahrez,892d5bb1
191,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,24-012,1997,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Ainsley-Maitland-Niles,e3a5814e
192,Sadio Mané,sn SEN,FW,Liverpool,29-153,1992,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,1.9,1.9,0.4,2.3,0.64,0.12,0.76,0.64,0.76,Matches,Sadio-Mane,c691bfe2
193,Fernando Marçal,br BRA,DF,Wolves,32-203,1989,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches,Fernando-Marcal,9ae9eaea
194,Solly March,eng ENG,"DF,MF",Brighton,27-052,1994,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09,Matches,Solly-March,bb5fbd2b
195,Pablo Marí,es ESP,DF,Arsenal,28-010,1993,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21,Matches,Pablo-Mari,aa54ec6f
196,Anthony Martial,fr FRA,FW,Manchester Utd,25-279,1995,3,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches,Anthony-Martial,8b788c01
197,Martinelli,br BRA,FW,Arsenal,20-084,2001,2,2,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.04,0.12,0.08,0.12,Matches,Martinelli,48a5a5d6
198,Emiliano Martínez,ar ARG,GK,Aston Villa,29-008,1992,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Emiliano-Martinez,7956236f
199,Adam Masina,ma MAR,DF,Watford,27-251,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Adam-Masina,de0f152c
200,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24-074,1997,1,1,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jean-Philippe-Mateta,50e6dc35
201,Nemanja Matić,rs SRB,MF,Manchester Utd,33-040,1988,2,1,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,Nemanja-Matic,eb7822d7
202,Joël Matip,cm CMR,DF,Liverpool,30-033,1991,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.37,0.00,0.37,0.37,0.37,Matches,Joel-Matip,b217ef29
203,Neal Maupay,fr FRA,FW,Brighton,25-027,1996,3,3,225,2.5,2,0,2,0,0,1,0,0.80,0.00,0.80,0.80,0.80,1.1,1.1,0.2,1.4,0.45,0.09,0.54,0.45,0.54,Matches,Neal-Maupay,4bcf39f6
204,Bryan Mbeumo,fr FRA,FW,Brentford,22-034,1999,3,3,240,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.3,0.27,0.20,0.48,0.27,0.48,Matches,Bryan-Mbeumo,6afaebf2
205,James McArthur,sct SCO,MF,Crystal Palace,33-338,1987,3,3,267,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches,James-McArthur,cee31595
